Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating
The Following,(2013–2015),"Crime,Drama,Horror","A brilliant, charismatic, and psychotic serial killer communicates with other active serial killers and activates a cult of believers who follow his every command.","https://m.media-amazon.com/images/M/MV5BZjgzMDVlY2EtOTMxMC00ODAxLTk0MmQtYzdkMjNlNjY5NjJmXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",2071645,https://www.imdb.com/title/tt2071645/,43 min,NA,"90,001",7.4
A Series of Unfortunate Events,(2004),"Adventure,Comedy,Family","When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents' vast fortune.","https://m.media-amazon.com/images/M/MV5BMjE3MDM4NTg0NV5BMl5BanBnXkFtZTcwNjI4MTczMw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0339291,https://www.imdb.com/title/tt0339291/,108 min,U,"215,176",6.8
Fantastic Four,(I) (2005),"Action,Adventure,Fantasy","A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.","https://m.media-amazon.com/images/M/MV5BNWU1ZjFjMTctYjA5ZC00YTBkLTkzZjUtZWEyMjgxY2MxYWM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",0120667,https://www.imdb.com/title/tt0120667/,106 min,UA,"336,943",5.7
The Dragon Prince,(2018– ),"Animation,Action,Adventure","Two human princes forge an unlikely bond with the elfin assassin sent to kill them, embarking on an epic quest to bring peace to their warring lands.","https://m.media-amazon.com/images/M/MV5BMjA5MjEwODU1MV5BMl5BanBnXkFtZTgwNzk0MzA5NTM@._V1_QL75_UX280_CR0,3,280,414_.jpg",8688814,https://www.imdb.com/title/tt8688814/,26 min,13,"25,313",8.3
Gossip Girl,(2021–2023),"Drama,Romance",Revival of the TV series centering on a new generation of New York private school teens using social media to spread gossip.,"https://m.media-amazon.com/images/M/MV5BMzkwMTI0MGUtYzQzZi00ZTEwLWJkMmQtNDhmY2RjNDcxYzViXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX280_CR0,3,280,414_.jpg",10653784,https://www.imdb.com/title/tt10653784/,60 min,A,"13,615",5.4
Kevin Hart: Reality Check,(2023 TV Movie),Comedy,"Things are about to get real in this unforgettable night of comedy. Comedian Kevin Hart is as funny as ever as he processes his growing family, fame, mentions on Black Twitter, and more. ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BMjBiYjVmZWQtMzNjOS00ZTUyLTkzYTAtNTNhNTE0ZTdiN2RjXkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",28227488,https://www.imdb.com/title/tt28227488/,-,NA,308,6.7
Gone Baby Gone,(2007),"Crime,Drama,Mystery","Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.","https://m.media-amazon.com/images/M/MV5BYmM2NDNiNGItMTRhMi00ZDA2LTgzOWMtZTE2ZjFhMDQ2M2U5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0452623,https://www.imdb.com/title/tt0452623/,114 min,A,"281,229",7.6
Scary Movie 3,(2003),Comedy,"Cindy must investigate mysterious crop circles and video tapes, and help the President in preventing an alien invasion.","https://m.media-amazon.com/images/M/MV5BNDE2NTIyMjg2OF5BMl5BanBnXkFtZTYwNDEyMTg3._V1_QL75_UX280_CR0,3,280,414_.jpg",0306047,https://www.imdb.com/title/tt0306047/,84 min,UA,"152,751",5.5
The Holiday,(2006),"Comedy,Romance","Two women troubled with guy-problems swap homes in each other's countries, where they each meet a local guy and fall in love.","https://m.media-amazon.com/images/M/MV5BMTI1MDk4MzA2OF5BMl5BanBnXkFtZTYwMjQ3NDc3._V1_QL75_UX280_CR0,3,280,414_.jpg",0457939,https://www.imdb.com/title/tt0457939/,136 min,UA,"301,952",6.9
Take Me Home Tonight,(2011),"Comedy,Drama,Romance","Four years after graduation, an awkward high school genius uses his sister's boyfriend's Labor Day party as the perfect opportunity to make his move on his high school crush.","https://m.media-amazon.com/images/M/MV5BNjc2OTg5NTM1NV5BMl5BanBnXkFtZTcwODM3MTMyNA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0810922,https://www.imdb.com/title/tt0810922/,114 min,R,"54,392",6.3
Lucky Number Slevin,(2006),"Crime,Drama,Thriller","A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.","https://m.media-amazon.com/images/M/MV5BZjczMWI1YWMtYTZjOS00ZDc5LWE2MWItMTY3ZGUxNzFkNjJmL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX280_CR0,3,280,414_.jpg",0425210,https://www.imdb.com/title/tt0425210/,110 min,R,"319,802",7.7
The Sweetest Thing,(2002),"Comedy,Romance","Christina Walters spent years avoiding men, then suddenly met her perfect match while hanging with her best friends, Courtney and Jane. When she finds out that he has left town, she and Courtney set out on a trip.","https://m.media-amazon.com/images/M/MV5BNDIyZTkwOGEtYTFlNC00MTU4LWIyNGItYjBlYmFhNDRmYzcwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",0253867,https://www.imdb.com/title/tt0253867/,84 min,A,"60,664",5.2
Sleepy Hollow,(2013–2017),"Action,Adventure,Crime",Ichabod Crane is resurrected and pulled two and a half centuries through time to unravel a mystery that dates all the way back to the founding fathers.,"https://m.media-amazon.com/images/M/MV5BNTU0MmQ2ZTQtODZjMy00ZDI1LThhODEtZDBlNTBlNTFkODBhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX280_CR0,3,280,414_.jpg",2647544,https://www.imdb.com/title/tt2647544/,45 min,NA,"62,681",7.3
My Policeman,(2022),"Drama,Romance",The arrival of Patrick into Marion and Tom's home triggers the exploration of seismic events from 40 years previously.,"https://m.media-amazon.com/images/M/MV5BOTczM2JhOGMtMmQzOC00ZjgwLTlhNDEtMzU3NDRmMTQzMjM4XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",13139228,https://www.imdb.com/title/tt13139228/,113 min,A,"19,036",6.5
Shaft,(2019),"Action,Comedy,Crime","JJ Shaft, a cyber security expert with a degree from MIT, enlists his family's help to uncover the truth behind his best friend's untimely death.","https://m.media-amazon.com/images/M/MV5BNmExNGZmYzItZTMzMi00YWJjLWJkYmQtMDg5MjgzYjYyZDk1XkEyXkFqcGdeQXVyNjg3MDMxNzU@._V1_QL75_UX280_CR0,3,280,414_.jpg",4463894,https://www.imdb.com/title/tt4463894/,111 min,UA,"56,396",6.4
Carol,(2015),Drama,An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.,"https://m.media-amazon.com/images/M/MV5BMTczNTQ4OTEyNV5BMl5BanBnXkFtZTgwNDgyMDI3NjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2402927,https://www.imdb.com/title/tt2402927/,118 min,18,"136,030",7.2
Little Bird,(2023),Drama,Follow six parts about Sixties Scoop and a woman who is finding her family.,"https://m.media-amazon.com/images/M/MV5BNjYwZjgyYTktNzZkMi00NGI1LWE2ZjYtMGEwZmJjOWRmZGE0XkEyXkFqcGdeQXVyMTI5MzM4OTA5._V1_QL75_UX280_CR0,3,280,414_.jpg",22750834,https://www.imdb.com/title/tt22750834/,-,NA,306,7.8
The Prince of Egypt,(1998),"Animation,Adventure,Drama",Egyptian Prince Moses learns of his identity as a Hebrew and his destiny to become the chosen deliverer of his people.,"https://m.media-amazon.com/images/M/MV5BOWNjMjgyNmMtNWMzZC00YjI4LWI1NmUtMTY0ZTA0ZDQ4Y2EwXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX280_CR0,3,280,414_.jpg",0120794,https://www.imdb.com/title/tt0120794/,99 min,UA,"139,323",7.2
The Squid and the Whale,(2005),"Comedy,Drama",Follows two young boys dealing with their parents' divorce in Brooklyn in the 1980s.,"https://m.media-amazon.com/images/M/MV5BMjU0MzBiMDctMmU3NS00NjRkLTkzMzgtZWE3NmExZGI0MmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX280_CR0,3,280,414_.jpg",0367089,https://www.imdb.com/title/tt0367089/,81 min,R,"85,509",7.3
Downton Abbey: A New Era,(2022),"Drama,Romance",The Crawley family goes on a grand journey to the South of France to uncover the mystery of the dowager countess's newly inherited villa.,"https://m.media-amazon.com/images/M/MV5BZDdjZjM1YWItNWRmOS00OTEzLWJmYjAtOGQzNTAyNmEwNDhjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",11703710,https://www.imdb.com/title/tt11703710/,124 min,UA,"26,864",7.4
Gone in Sixty Seconds,(2000),"Action,Crime,Thriller",A retired master car thief must come back to the industry and steal fifty cars with his crew in one night to save his brother's life.,"https://m.media-amazon.com/images/M/MV5BMTIwMzExNDEwN15BMl5BanBnXkFtZTYwODMxMzg2._V1_QL75_UX280_CR0,3,280,414_.jpg",0187078,https://www.imdb.com/title/tt0187078/,118 min,U,"287,112",6.5
Pig,(I) (2021),"Drama,Mystery",A truffle hunter who lives alone in the Oregon wilderness must return to his past in Portland in search of his beloved foraging pig after she is kidnapped.,"https://m.media-amazon.com/images/M/MV5BOTc2NjRmN2QtMGY1Ny00MTc2LWJmMWUtZmViOTkyNjk2NGExXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",11003218,https://www.imdb.com/title/tt11003218/,92 min,R,"82,239",6.9
Boiling Point,(I) (2021),"Drama,Thriller",Enter the relentless pressure of a restaurant kitchen as a head chef wrangles his team on the busiest day of the year.,"https://m.media-amazon.com/images/M/MV5BNzRkOTQ1NWYtY2QxMi00MWQ2LTg5Y2ItNzk5NTBhNDBhNGU1XkEyXkFqcGdeQXVyNDgyMjg4Ng@@._V1_QL75_UX280_CR0,3,280,414_.jpg",11127680,https://www.imdb.com/title/tt11127680/,92 min,R,"34,642",7.5
Teenage Mutant Ninja Turtles,(2012–2017),"Animation,Action,Adventure","Four ninja turtles, mutated by a mysterious alien substance, must rise up out of the sewers and defend their city against evil forces from both the past and present.","https://m.media-amazon.com/images/M/MV5BNTM5OTMwNGUtZjAzMC00MmExLTg0MDYtMjRlN2U2OGI1YzhiXkEyXkFqcGdeQXVyODUwNjEzMzg@._V1_QL75_UX280_CR0,3,280,414_.jpg",1877889,https://www.imdb.com/title/tt1877889/,24 min,7,"12,767",7.9
A Teacher,(2020),Drama,A new teacher finds herself falling for one of her students.,"https://m.media-amazon.com/images/M/MV5BZjgzMmUwZjgtNzNhMi00M2Y0LWIxOTAtYzYzODdjMTYzZWQyXkEyXkFqcGdeQXVyMTIwNDUyNzMy._V1_QL75_UX280_CR0,3,280,414_.jpg",10680614,https://www.imdb.com/title/tt10680614/,248 min,A,"14,306",6.9
Imposters,(2017–2018),"Comedy,Crime,Drama",A dark comedy that focuses on a female con artist who marries people and then disappears with their money.,"https://m.media-amazon.com/images/M/MV5BNzYzMTY2MzYyNF5BMl5BanBnXkFtZTgwMjE2NDMzNTM@._V1_QL75_UX280_CR0,3,280,414_.jpg",5212822,https://www.imdb.com/title/tt5212822/,41 min,NA,"14,537",7.8
Lion,(2016),"Biography,Drama","A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family.","https://m.media-amazon.com/images/M/MV5BMjA3NjkzNjg2MF5BMl5BanBnXkFtZTgwMDkyMzgzMDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",3741834,https://www.imdb.com/title/tt3741834/,118 min,U,"243,413",8.0
Munich,(2005),"Action,Drama,History","After the Black September capture and massacre of Israeli athletes at the 1972 Olympics, five men are chosen to eliminate the people responsible for that fateful day.","https://m.media-amazon.com/images/M/MV5BMTcwNzYzMzMwMF5BMl5BanBnXkFtZTcwMzMzODczMQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0408306,https://www.imdb.com/title/tt0408306/,164 min,A,"232,807",7.5
Kim's Convenience,(2016–2021),Comedy,The misadventures of a Korean-Canadian family running a convenience store.,"https://m.media-amazon.com/images/M/MV5BODQxMmI3ZGQtOGRlNy00MzI3LWE3ZmItOWRjM2I2YjQyYzgzXkEyXkFqcGdeQXVyMzI2MzYyNzI@._V1_QL75_UX280_CR0,3,280,414_.jpg",5912064,https://www.imdb.com/title/tt5912064/,22 min,16,"20,904",8.2
Intimacy,(2001),"Drama,Romance","A failed London musician meets once a week with a woman for a series of intense sexual encounters to get away from the realities of life. But when he begins inquiring about her, it puts their relationship at risk.","https://m.media-amazon.com/images/M/MV5BZjkyNDIxZjctMTEzOC00MmRlLWIyMWUtZDA4ODY0MjUzZGJjXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0256103,https://www.imdb.com/title/tt0256103/,119 min,R,"12,738",6.1
Shallow Hal,(2001),"Comedy,Drama,Fantasy",A shallow man falls in love with a 300-pound woman because of her inner beauty.,"https://m.media-amazon.com/images/M/MV5BMTcwMzY2NDE0NF5BMl5BanBnXkFtZTYwNjg2Njc2._V1_QL75_UX280_CR0,3,280,414_.jpg",0256380,https://www.imdb.com/title/tt0256380/,114 min,UA,"138,636",6.0
The Basketball Diaries,(1995),"Biography,Crime,Drama",A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.,"https://m.media-amazon.com/images/M/MV5BMjdlNzQxZGUtZTg5YS00ODg2LTkxMzctMDAyNmEwM2YyZjA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",0112461,https://www.imdb.com/title/tt0112461/,102 min,UA,"116,451",7.3
Survivor,(2000– ),"Adventure,Game-Show,Reality-TV",A reality show where a group of contestants are stranded in a remote location with little more than the clothes on their back. The lone survivor of this contest takes home a million dollars.,"https://m.media-amazon.com/images/M/MV5BMzRjYjcyZTItNTA1Mi00YTVkLWE2Y2MtMmRlMzllODkyYzQ2XkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_QL75_UX280_CR0,3,280,414_.jpg",0239195,https://www.imdb.com/title/tt0239195/,60 min,NA,"26,230",7.5
Drag Me to Hell,(2009),Horror,"A loan officer who evicts an old woman from her home finds herself the recipient of a supernatural curse. Desperate, she turns to a seer to try and save her soul, while evil forces work to push her to a breaking point.","https://m.media-amazon.com/images/M/MV5BMTQwNTMyNjc5Ml5BMl5BanBnXkFtZTcwOTI2MTQ0Mg@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1127180,https://www.imdb.com/title/tt1127180/,99 min,Not Rated,"210,836",6.6
21,(2008),"Crime,Drama,History","Inspired by real events and people, 21 is about six MIT students who become trained to be experts in card counting in Black Jack and subsequently took Vegas casinos for millions in winnings.","https://m.media-amazon.com/images/M/MV5BMjAyNTU5OTcxOV5BMl5BanBnXkFtZTcwMDEyNjM2MQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0478087,https://www.imdb.com/title/tt0478087/,123 min,18,"259,860",6.8
True Spirit,(2023),"Adventure,Biography,Drama","The story of Australian teenager, Jessica Watson, the youngest person ever to sail solo, non-stop around the world.","https://m.media-amazon.com/images/M/MV5BZDliNjMwYjktMGI5Zi00OWVkLWJmOWYtNjAxNGI1YzA3MTYxXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UX280_CR0,3,280,414_.jpg",2353868,https://www.imdb.com/title/tt2353868/,109 min,UA 7+,"7,738",6.8
Serbuan maut,(2011),"Action,Crime,Thriller",A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,"https://m.media-amazon.com/images/M/MV5BY2UyNDM1ZmUtM2E4Mi00ZDEzLWFhMTEtOGVlYjQ2NDZiYjg3XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_QL75_UX280_CR0,3,280,414_.jpg",1899353,https://www.imdb.com/title/tt1899353/,101 min,A,"211,090",7.6
Carlito's Way,(1993),"Crime,Drama,Thriller","A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.","https://m.media-amazon.com/images/M/MV5BYzBhY2E0OWYtYzRmNC00ZGY3LTllODYtNTExM2FmYTFkMGUwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX280_CR0,3,280,414_.jpg",0106519,https://www.imdb.com/title/tt0106519/,144 min,A,"225,336",7.9
The Fall,(I) (2006),"Adventure,Drama,Fantasy","In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.","https://m.media-amazon.com/images/M/MV5BMjAzODUwMjM1M15BMl5BanBnXkFtZTcwNjU2MjU2MQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0460791,https://www.imdb.com/title/tt0460791/,117 min,R,"114,562",7.8
No One Lives,(2012),"Horror,Thriller",A gang of ruthless highway killers kidnap a wealthy couple traveling cross country only to shockingly discover that things are not what they seem.,"https://m.media-amazon.com/images/M/MV5BMjMzMzI0OTgwM15BMl5BanBnXkFtZTgwMzU5ODQxMDE@._V1_QL75_UX280_CR0,3,280,414_.jpg",1763264,https://www.imdb.com/title/tt1763264/,86 min,R,"22,361",6.0
The Way Way Back,(2013),"Comedy,Drama","Shy 14-year-old Duncan goes on summer vacation with his mother, her overbearing boyfriend, and her boyfriend's daughter. Having a rough time fitting in, Duncan finds an unexpected friend in Owen, manager of the Water Wizz water park.","https://m.media-amazon.com/images/M/MV5BNTU5ODk5NDg0Nl5BMl5BanBnXkFtZTcwNzQwMjI1OQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1727388,https://www.imdb.com/title/tt1727388/,103 min,PG-13,"153,931",7.4
The Rising,(2022),"Crime,Thriller","Neve Kelly discovers she is dead. She's scared and confused by this new existence. But, when she realizes she has been murdered, she's furious. She's determined to find her killer and get justice, believing that it was someone she knew.","https://m.media-amazon.com/images/M/MV5BY2I0ZjQ4YmEtNTczZC00NjFmLWFjNzUtYzU5ZTQyNTY3MzFlXkEyXkFqcGdeQXVyMDkwNTkwNg@@._V1_QL75_UX280_CR0,3,280,414_.jpg",14538210,https://www.imdb.com/title/tt14538210/,50 min,NA,"2,321",6.6
Cloudy with a Chance of Meatballs,(2009),"Animation,Adventure,Comedy",A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know that things are about to take a turn for the worst.,"https://m.media-amazon.com/images/M/MV5BMTg0MjAwNDI5MV5BMl5BanBnXkFtZTcwODkyMzg2Mg@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0844471,https://www.imdb.com/title/tt0844471/,90 min,U,"245,718",6.9
Pitch Perfect 2,(2015),"Comedy,Music","After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.","https://m.media-amazon.com/images/M/MV5BMzk4OTM2NzMzNl5BMl5BanBnXkFtZTgwNTAzNDE0NDE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2848292,https://www.imdb.com/title/tt2848292/,115 min,UA,"164,293",6.4
Echoes,(2022),"Drama,Mystery,Thriller","Leni and Gina are identical twins who have secretly swapped their lives since they were children, culminating in a double life as adults, but one of the sisters goes missing and everything in their perfectly schemed world turns into chaos.","https://m.media-amazon.com/images/M/MV5BNjU1OTg2MDgtMjE5Yi00YzVkLTg1NGYtYWVmMjY0MTRiOTQ5XkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UX280_CR0,3,280,414_.jpg",14954498,https://www.imdb.com/title/tt14954498/,326 min,A,"13,883",5.9
The Mask of Zorro,(1998),"Action,Adventure,Comedy","A young thief seeking revenge for his brother's death is trained by the once-great, aging Zorro, who is pursuing his own vengeance.","https://m.media-amazon.com/images/M/MV5BMzg4ZjQ4OGUtZjkxMi00Y2I2LWEzNTAtODI2ZjkxMGVjNTQwXkEyXkFqcGdeQXVyNjgxNTAwNjQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",0120746,https://www.imdb.com/title/tt0120746/,136 min,UA,"191,618",6.8
In the Line of Fire,(1993),"Action,Crime,Drama","Secret Service agent Frank Horrigan couldn't save Kennedy, but he's determined not to let a clever assassin take out this president.","https://m.media-amazon.com/images/M/MV5BMjdhYjRlMTgtNTMzOS00OTZlLWIxMjAtNjM4NGY0NGQxODM3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",0107206,https://www.imdb.com/title/tt0107206/,128 min,UA,"109,111",7.2
Invitation to a Murder,(2023),"Mystery,Thriller","1934. Miranda Green and five other strangers, are invited to the remote island mansion of billionaire Lewis Findley. As the weekend progresses the clues about why they have been invited begin to unfold along with a sinister mystery.","https://m.media-amazon.com/images/M/MV5BZDdlZjIxOTgtMDY2My00MWMzLTg2MGYtZTAzYTg3MjhiMmQyXkEyXkFqcGdeQXVyNzU5MDE0MTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",11773810,https://www.imdb.com/title/tt11773810/,92 min,PG-13,"2,301",5.0
Dead for a Dollar,(2022),"Thriller,Western","A famed bounty hunter runs into his sworn enemy, a professional gambler and outlaw that he had sent to prison years before.","https://m.media-amazon.com/images/M/MV5BYTAyMmM4ZmYtZGZhMi00YmY3LTgyOWMtMjA0NGVkODMwNzA5XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX280_CR0,3,280,414_.jpg",14895206,https://www.imdb.com/title/tt14895206/,107 min,R,"4,707",5.4
Last Resort,(I) (2012–2013),"Action,Drama,Mystery","A U.S. sub picks up Navy SEALs and receives an order for a nuke launch. Due to the circumstances of the order, the Captain refuses to fire. After escaping an attack from another U.S. sub, the crew and SEALs take refuge on a small island.","https://m.media-amazon.com/images/M/MV5BMTcwMzM4OTI1MV5BMl5BanBnXkFtZTcwNjQ5MDM1OA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",2172103,https://www.imdb.com/title/tt2172103/,60 min,NA,"21,926",7.3
National Treasure: Book of Secrets,(2007),"Action,Adventure,Mystery",Benjamin Gates must follow a clue left in John Wilkes Booth's diary to prove his ancestor's innocence in the assassination of Abraham Lincoln.,"https://m.media-amazon.com/images/M/MV5BMjEwMjUyOTQ0MF5BMl5BanBnXkFtZTYwODA2Njk3._V1_QL75_UX280_CR0,3,280,414_.jpg",0465234,https://www.imdb.com/title/tt0465234/,124 min,U,"246,308",6.5
Eurovision Song Contest: The Story of Fire Saga,(2020),"Comedy,Music","When aspiring musicians Lars and Sigrit are given the opportunity to represent their country at the world's biggest song competition, they finally have a chance to prove that any dream worth having is a dream worth fighting for.","https://m.media-amazon.com/images/M/MV5BYzRjYzA5NTQtOTE3MC00OTYzLWEzODItMzQxYWE1NDJkMDA0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",8580274,https://www.imdb.com/title/tt8580274/,123 min,PG-13,"98,669",6.5
Dragged Across Concrete,(2018),"Action,Crime,Drama","Once two overzealous cops get suspended from the force, they must delve into the criminal underworld to get their proper compensation.","https://m.media-amazon.com/images/M/MV5BMjE1MTk5NDQ5Ml5BMl5BanBnXkFtZTgwODUxNzg0NzM@._V1_QL75_UX280_CR0,3,280,414_.jpg",6491178,https://www.imdb.com/title/tt6491178/,158 min,A,"51,418",6.9
The Silence,(II) (2019),"Drama,Horror,Sci-Fi","When the world is under attack from terrifying creatures who hunt their human prey by sound, 16-year old Ally Andrews (Kiernan Shipka), who lost her hearing at 13, and her family seek refuge in a remote haven.","https://m.media-amazon.com/images/M/MV5BMmZlOGZkMjMtZDc4Ny00ZTQ1LWFmYTQtOThlY2JjYjg1NGQyXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",7315484,https://www.imdb.com/title/tt7315484/,90 min,16,"48,294",5.3
Star Wars: Visions,(2021– ),"Animation,Action,Adventure",Star Wars anthology series that will see some of the world's best anime creators bring their talent to this beloved universe.,"https://m.media-amazon.com/images/M/MV5BYjBjNWExN2QtYTRiMS00MzJhLTg0MTAtMDk5YzMzMjgwMjIyXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX280_CR0,3,280,414_.jpg",13622982,https://www.imdb.com/title/tt13622982/,-,UA 7+,"22,073",7.0
22 Jump Street,(2014),"Action,Comedy,Crime","After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.","https://m.media-amazon.com/images/M/MV5BMTcwNzAxMDU1M15BMl5BanBnXkFtZTgwNDE2NTU1MTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2294449,https://www.imdb.com/title/tt2294449/,112 min,A,"391,232",7.0
Carmen,(II) (2022),"Drama,Musical",Benjamin Millepied's complete reimagining of CARMEN tells a story through an experimental dreamscape featuring an original score and songs.,"https://m.media-amazon.com/images/M/MV5BMDA4MjYxZjYtNjYwMC00ZDEyLWE2NGItNTVlOWNiYmM5NjUzXkEyXkFqcGdeQXVyMTQyODg5MjQw._V1_QL75_UX280_CR0,3,280,414_.jpg",6875952,https://www.imdb.com/title/tt6875952/,116 min,R,359,6.3
Cinnamon,(2023),Thriller,"After a robbery gone wrong, two young lovers are caught in a deadly series of events that threaten to destroy their dreams of a better life.","https://m.media-amazon.com/images/M/MV5BMTU0M2M1NGItZmVhMS00YjgzLTg3Y2UtMTQ4MDEwYzhiMjNjXkEyXkFqcGdeQXVyMzE4MTEwMg@@._V1_QL75_UX280_CR0,3,280,414_.jpg",19227682,https://www.imdb.com/title/tt19227682/,91 min,NA,212,7.4
47 Meters Down: Uncaged,(2019),"Adventure,Drama,Horror",Two sisters diving in a ruined underwater city quickly learn they've entered the territory of the deadliest shark species in the claustrophobic labyrinth of submerged caves.,"https://m.media-amazon.com/images/M/MV5BMDc1MmVjMDQtOGU3OS00OTJkLWJmOGQtNDMzMWRjNDAzY2Y2XkEyXkFqcGdeQXVyMTk5MzE1MTY@._V1_QL75_UX280_CR0,3,280,414_.jpg",7329656,https://www.imdb.com/title/tt7329656/,90 min,A,"29,090",5.0
The Sandman,(2020 Podcast Series),"Drama,Fantasy,Horror","When The Sandman is pulled from his realm and imprisoned on Earth, he languishes for decades before finally escaping.","https://m.media-amazon.com/images/M/MV5BZGEzYzJkN2MtMmYzNC00OGM4LWI4Y2MtMzUzM2Y5OTI1MjEyXkEyXkFqcGdeQXVyMTU0OTM5ODc1._V1_QL75_UX280_CR0,3,280,414_.jpg",12326830,https://www.imdb.com/title/tt12326830/,-,NA,"1,833",9.3
Rush Hour 3,(2007),"Action,Comedy,Crime","After an attempted assassination on Ambassador Han, Lee and Carter head to Paris to protect a French woman with knowledge of the Triads' secret leaders.","https://m.media-amazon.com/images/M/MV5BMTA0Nzg5NjQ0MDBeQTJeQWpwZ15BbWU3MDE4Mzg5NDE@._V1_QL75_UX280_CR0,3,280,414_.jpg",0293564,https://www.imdb.com/title/tt0293564/,91 min,UA,"176,192",6.2
